fishnetid,CO2
0,4270.676481472423
1,16108.819395661561
2,18328.24568716773
3,19265.623501935872
4,14877.67726307101
5,9467.850169227728
6,5989.572408630927
7,6090.317050430538
8,14492.870659917306
9,11291.3184360546
10,12971.120601582572
11,47963.7475883104
12,31245.918814470737
13,31208.913126474694
14,29457.990423312418
15,12283.939093006602
17,14068.901378264885
18,22069.498946226464
19,37262.04150428225
20,16046.81557108985
21,38389.836744550455
22,26428.787112540907
23,39598.42105672741
24,15156.978682815283
25,6158.513068407554
26,14355.27997472647
27,25511.74594366289
28,35655.59440996694
29,42987.003872430476
30,19010.280055933064
31,13049.089483942951
32,14974.294494307082
33,11843.640828464562
34,29299.379446706032
35,47726.0762699252
36,34364.48658774117
37,11891.783513188047
38,5861.185271050395
39,26263.963349866586
40,42923.61140719036
41,42909.29838659813
42,23829.907166343957
43,17946.021893860572
44,30925.545539529972
45,19904.713543830283
46,27691.751327757338
47,31222.7147073161
48,29894.1258956267
49,35550.88844538775
50,22477.460229874036
51,12323.464479984572
52,52511.06036347275
53,42054.633040914785
54,10670.128179382682
55,15452.646329409416
56,20848.777366866052
57,22649.898669853887
58,7046.2972092178015
59,16392.331368803596
60,31370.380925460224
61,36287.373882692285
62,13819.081527730155
63,10976.207462760836
64,11531.513122704931
65,21709.796215878876
66,11063.188653823103
67,51834.08891195126
68,17175.448885998107
69,15155.591024461044
70,23278.135964982965
71,25799.509688785856
72,27467.706278739977
73,25759.00888855757
74,25519.61043410327
75,43514.14248290943
76,18068.45605960153
77,23692.101255781858
79,16290.706821023912
80,22347.927570619275
81,22722.05488798816
82,20252.77164152502
83,7343.836786667234
84,21721.000320166284
85,28119.659390243
86,17761.392938090787
87,45541.80951541331
88,16733.046154984666
89,21347.166960375584
90,25993.503488696915
91,27336.584209263394
92,12757.461248236803
93,29515.440945648916
94,30083.364958554877
95,17548.740581103524
96,15388.365721079175
97,14722.985815962846
98,11343.689006747136
99,12736.282501422602
100,11415.066707627786
101,10291.619590584647
102,28723.152839331564
103,49669.2628098803
104,28397.80917338509
105,9816.388029344993
106,36712.37968895141
107,44788.48743694329
108,25020.465908600414
109,23193.384808243853
110,3837.843626024917
111,9489.630449741848
112,24086.322822933187
113,4248.751346953843
114,7343.77205742143
115,9512.062975969635
116,15338.724830336092
