fishnetid,CO2
0,22917.00900719022
1,33857.350881799524
2,7772.639758413699
3,2333.0624052719972
4,29441.506784430396
5,42367.644965673884
6,10913.831401194759
7,7231.061911052756
8,22789.934740445722
9,47127.20663163842
10,35909.25050057785
11,16350.402709639306
12,20276.564500242363
13,10792.136825905673
14,21851.10445209052
15,40687.73220977286
16,23253.163524754826
17,6921.927890928819
18,28313.6005589786
19,15500.10231381918
20,32240.953949123235
21,5407.240508519115
22,35580.22506325553
23,25224.55157037426
24,29308.258549651408
25,34465.55048304492
26,23700.317254906167
27,12057.332594682875
28,22199.69827867107
29,10522.077578668635
30,20100.261739422804
31,28359.341488732243
32,13420.842454528121
33,11896.374191618703
34,31884.615454845134
35,21341.77859156203
36,10906.316299530943
37,10040.241496950492
38,22574.656991196254
39,10336.449244576279
40,7536.738157170648
41,13868.15891573867
42,23588.8355148473
43,21607.21343556807
44,39032.5425969815
45,31269.528782898517
46,11936.017834648146
47,1395.5960102051627
48,6077.408225889846
49,46726.862047399256
50,12471.951393635125
51,10549.594451741119
52,16872.790678437097
53,8486.12962492923
54,7910.2838422965615
55,10268.511288404625
56,17252.86591446066
57,4826.906359582682
58,7301.2490343913905
59,53374.57653898318
60,40348.15557999649
61,15040.067160191687
62,40123.96182017414
63,22847.424252618257
64,60610.14641933598
65,38391.68814145087
66,11296.538700797359
67,41654.26557920516
68,6902.007020329555
69,16001.92634766925
70,25335.82447145818
71,65943.77074707291
72,77324.27646459006
73,69422.10649282779
74,89182.2592971373
75,29374.1697581806
76,29496.238426336844
77,6115.878270381099
78,36041.382842654704
79,9346.599006686245
80,12674.600805483018
81,14736.93523785722
82,17621.393180824733
83,29104.043464267266
84,5321.604273258858
85,38726.69060592538
86,6702.585287279087
87,11274.283336805536
88,23915.775739211454
91,19244.15006309394
92,17979.772171225864
93,42777.26231969489
94,1330.9080997789767
95,16624.99890587593
99,9035.426840237862
100,3647.249515593026
101,33223.91175265212
102,8716.313192307221
103,1851.34220050162
104,10091.972089525905
105,8355.359665556913
106,17359.638726942423
107,17438.22625728357
108,2224.450869499478
109,12583.860833136847
110,7854.082445164587
111,10746.170647911313
112,11117.300553373025
