fishnetid,CO2
0,14783.68896394611
1,5420.6583381673145
2,5654.2854618458405
3,10158.236379010774
4,9967.311412192885
5,14881.841324317262
6,8040.299001128782
7,5736.205674659709
8,12095.720274217818
9,9577.582179276249
10,12104.394052680009
11,10259.912952900611
12,15413.558875857996
13,3389.8601188016873
14,23728.881535128578
15,11039.06944616145
16,1091.4263920833396
17,24728.38184149684
18,25782.332902796952
19,25747.263781333204
20,21906.15601428861
21,20778.711445497058
22,35423.63023551938
23,24145.589884275112
25,19420.39040056444
26,28990.717752492026
27,9769.742923865158
28,7775.570042425918
29,7497.769612699671
30,3185.6685544553143
31,10269.968566866657
32,4489.082297529318
33,14931.498782177034
34,10203.209778066575
35,25890.853509851517
36,52771.319003823126
37,20694.802419413736
38,31213.77643602179
39,13792.906095546332
40,11220.015813739214
41,59192.0440921691
42,27558.210359218803
43,2537.600816700611
44,10221.427517655102
45,12794.33214979968
46,15467.890620093445
48,31693.125491650688
49,9035.079377093885
50,6666.0376750979385
51,22336.108242709586
52,26141.183671629286
53,13548.067774574562
54,9502.661222440962
55,10967.473459800964
56,10947.365362662422
57,17565.910603357304
58,14083.491362225248
59,10828.124015193458
60,11925.307021041928
61,24200.5955507316
62,29637.336593487948
63,28090.323067623827
64,43674.52417980616
65,21899.967582371875
66,58336.841439422664
67,34253.11375250169
68,34181.98948185366
69,5633.376489234707
70,19953.407793754046
72,34989.25199578719
73,16614.02210316312
74,18724.26510320395
75,14316.410456071246
76,15386.41960870355
77,9782.22187448895
78,22475.765000453444
79,24691.246306754052
80,29456.160304430116
81,17818.046841659547
82,14268.24930910979
83,74323.59637198046
84,31251.35623921814
85,15854.2493697981
86,892.3630278140332
87,5542.829975383744
88,18562.262018741232
89,23289.17545441054
90,13433.251122634581
91,11639.987737301139
92,11794.67952070016
93,27822.935815662695
94,22713.953786959348
95,11707.984270298806
96,21341.68677529109
97,54402.43498542656
98,24808.943908425234
99,9503.321454498862
100,6775.201889676778
101,19944.624554027436
102,16726.875558174597
103,17130.9124806762
104,24536.987296554216
106,11226.924153957463
107,5400.472241935284
108,3914.6474175328813
109,1417.5681466676726
110,7220.715325084042
111,7346.640885001598
112,3455.2107857301608
