fishnetid,CO2
0,7227.826288917101
1,42434.83069636708
2,69700.39261573105
3,22505.6526234503
4,17643.857223888812
5,37206.26583231392
6,49444.67031421198
7,73646.61743734806
9,15282.848102419292
10,64202.455662686276
11,66687.66082415532
12,25168.807068018807
13,18975.960902060782
14,19546.899982154795
15,14564.99261955679
16,31061.94604892688
17,55594.55258278043
18,30330.10068057348
19,54623.783908828875
20,55800.660056620516
21,56692.59663114757
22,47626.67381033381
23,45177.71434210776
24,82680.94312668919
25,39253.44738027506
26,23480.64239414566
27,36883.38707088599
28,47446.33898677302
29,86364.78205436085
30,50909.6192730029
31,81738.10425334323
32,88051.35033253438
33,53758.11925176477
34,49845.33044291896
35,53406.59245305977
36,38127.63731927474
37,70871.95687921757
38,40703.032660999954
39,58446.12838795157
40,47382.67474495529
41,67857.33070380021
42,56064.89630644652
43,24368.334919502624
45,49682.973002923274
46,46488.61681511453
47,37653.56545068178
48,63823.068982975055
49,36445.00880903336
50,49841.01199116618
51,44768.40043335009
52,32333.535719549724
53,62047.75809821987
54,22938.608311927852
55,24998.172220262866
56,73773.81885088282
57,33538.81999264268
58,57078.55625543196
59,33070.645192379394
60,56110.490622035744
61,61196.29633985663
62,6531.189791345214
63,21140.215671970447
64,37935.60343369546
65,31704.441165535554
66,27044.16149977894
67,7444.2104587464055
68,61709.59717620844
69,113567.86273134047
70,22885.46651512207
71,16973.57766368281
72,17746.626608764935
73,34789.30206876645
74,73502.34357313238
75,45219.776558410405
76,35929.5210574523
77,5199.736547317152
78,3677.3979204659254
79,16874.004628925504
80,53815.152940102584
81,31410.60721524612
82,47304.68991454902
83,51319.356854317186
84,46176.49222455776
85,32270.862743228354
86,5450.653184581473
87,4463.727536554612
88,54485.43346034878
89,18403.626491198444
91,63015.33662832538
92,60158.956581812046
93,48351.48195954859
94,39428.608776072826
95,19810.520963619332
96,10159.656287026968
99,6122.136511785301
100,19425.25071671806
101,35786.50570142148
102,16449.56265697175
