fishnetid,CO2
0,3384.47480787978
1,22604.72202215046
2,38838.97497072418
3,12162.43257129616
4,9688.299548131827
5,20735.085297724745
6,26417.45020587941
7,36390.96812549264
9,8194.102593191421
10,34624.35450539013
11,35254.71458596891
12,13060.03198692614
13,10644.694400757779
14,10191.125839005317
15,7848.145443137016
16,16360.946077557046
17,29489.039660002258
18,16391.385250364587
19,28485.234088690704
20,29115.714283768873
21,30822.708001606483
22,25158.84848574395
23,24544.311395073764
24,44273.774626196784
25,21544.166690171314
26,13604.649981274688
27,19379.9294262974
28,27724.002537962202
29,48229.39172876805
30,28637.91123306177
31,43926.90358527361
32,47820.9139766861
33,27927.813608993925
34,27118.704873873197
35,28697.516997304818
36,20489.836553760495
37,37532.72086434512
38,21612.873297729384
39,31317.532273486024
40,26330.006630439188
41,38393.602974218025
42,31115.88353210377
43,15848.59396055956
45,29035.722067434333
46,25975.46434127401
47,21032.611564474562
48,36119.25174424512
49,19780.283809481538
50,27478.09557021802
51,23973.336108638083
52,17423.00188944438
53,30971.847800689553
54,12810.47254556511
55,13452.502543052475
56,38991.116364737594
57,17992.871622929088
58,29184.24518250254
59,18205.13525235162
60,31917.176814701797
61,33512.30430248262
62,4389.971339627779
63,12720.100323810415
64,23720.125671034235
65,17892.854172873533
66,14871.597638515328
67,3690.4057920786317
68,32203.26609300963
69,60141.08055748609
70,12619.144478076432
71,9303.962992916882
72,10234.123077300443
73,18369.32783735346
74,39354.24986411022
75,24471.961179313214
76,18496.803299745236
77,2455.8706884012786
78,1740.5379052814387
79,10214.39874352188
80,32010.46283770025
81,16256.030723097952
82,25849.060856111682
83,28893.82107365079
84,27487.603194327465
85,17963.325930245297
86,3387.1779233885704
87,2355.398782017926
88,31229.63620127891
89,9648.271325832757
91,36270.34655911495
92,32831.277862158655
93,25236.583065095736
94,22727.23714374591
95,10573.547570167291
96,6095.469125369586
99,3511.3942180618483
100,10886.5582219408
101,19849.502723705784
102,9095.973534249506
