fishnetid,CO2
0,3618.381605765621
1,14708.374131487622
2,4130.709796968433
3,4952.5910515284
4,2510.080811119323
5,2099.4344976717516
6,2798.6273997567037
7,7520.228954375395
9,9399.94431153528
10,6608.250578858357
11,1360.2838033319604
12,3109.6281301295694
13,13437.01377119006
14,14347.826945923109
15,13424.41332920423
16,9654.523002545693
17,7725.271418441164
18,4345.556679720432
19,10301.43728216296
20,2273.557137032171
21,13869.196990355736
22,13201.106321184554
23,18873.227610514256
24,23493.00588633519
25,3768.852082207757
26,13903.938588812813
27,13030.644749361385
28,11804.455665390798
29,12053.232462570137
30,11677.739813676888
31,8935.316053927045
32,13373.37355246427
33,36222.352369503045
34,28194.78163821922
35,17588.283058098375
36,19657.84831932587
37,18922.085544399295
38,7515.010797096881
39,15526.709651944931
40,2030.8537683142736
41,2138.476222905947
42,16214.217050207873
43,11808.752768872446
44,2970.14745461848
45,2627.4758968562346
46,19854.87450916667
47,13586.059903834768
49,12442.461669605333
50,4028.0259287488984
51,12262.86353214542
52,15313.461211012334
54,10399.87100213106
55,6419.575256786304
56,1897.9088605104248
57,10643.062774087777
59,3590.768214069754
60,24443.68404221257
61,497.9109876273158
63,11969.179844933482
64,11263.327721613836
65,7988.441101350162
66,12242.471467482912
67,14316.886735782438
68,3567.759745489077
69,3045.4405776948715
70,8910.324145786217
71,8400.24057673651
72,6057.046549058373
73,8358.11652325579
74,12353.989028101809
75,262.4857672420646
76,6947.152499870895
77,2144.478924327355
