fishnetid,CO2
0,56834.787120818306
1,47304.3084227349
2,86491.33453909113
3,48065.13029281899
4,27918.89537424162
5,76835.96871164822
6,76431.90626643879
7,60717.68411525977
8,59813.78607459059
9,32620.569552653913
10,48926.12749503532
11,7282.8910148425775
12,44671.065168079745
13,84955.55621985743
14,38049.918017783755
15,86722.93856336425
16,62690.552959134
17,25810.055669724996
19,60071.746549220465
20,40272.15683108993
21,80729.40436518837
22,44523.289395038955
23,69855.77336978943
24,38483.62831928136
25,33209.57126559874
26,58174.80962730354
27,38209.53823558193
28,21878.661258829467
29,36524.4990669041
30,70189.64150406553
31,58383.565016552064
32,94929.68275675377
33,81537.6603254257
34,27694.789559792316
35,15757.780257486622
36,81147.32250594637
37,84022.38717473754
38,18586.555919131388
39,31128.44667212739
40,77271.39294272535
41,107020.62843955235
42,138904.37710984136
43,116022.11750233299
44,42885.90542047358
