fishnetid,CO2
0,25444.75846151712
1,17221.419331936526
2,37668.93339278517
3,19571.35622017768
4,11889.18619050576
5,29392.509080689957
6,37562.36730217608
7,25246.57931239897
8,25148.19169842355
9,13476.87988327475
10,20608.80330630613
11,3801.3515771892307
12,17539.99670900243
13,36079.914001949524
14,16163.136054087212
15,36951.362941896856
16,26450.038648988542
17,13064.289263186218
19,24619.589214715663
20,17495.076793410735
21,36032.069675663784
22,19375.84937900959
23,29768.48237062218
24,17339.170220272088
25,14054.472076020553
26,24165.77547210398
27,17043.80880446995
28,9351.013253052717
29,15284.25155294917
30,29176.68464906823
31,23371.85737752574
32,40019.13543141847
33,35371.04317355178
34,11403.313191498484
35,7792.0365128646945
36,34605.69869564643
37,36738.46482841385
38,8355.180304617379
39,13928.694732296764
40,30853.10759112814
41,43402.1842258343
42,55276.67768467938
43,49892.96547167328
44,15878.049745571794
