fishnetid,CO2
0,1168.6107725618367
1,5049.189245921537
2,14760.073799197666
3,2439.2496666660018
4,2963.5981712265584
5,1589.0602002824494
6,1440.0983553427873
7,350.5635520498312
9,7368.136371918806
10,8057.373172577259
11,22788.406882121875
12,21212.27811721231
13,15062.566543598312
14,12347.858374109415
15,1064.6686153910791
16,2090.1314748818822
18,261.6788219671464
19,5819.4051434286175
20,5649.870285949151
21,5356.45516759915
22,9164.373811570968
23,8085.727000928613
24,15786.727918798824
25,9267.785031176565
26,24060.195208250276
27,13244.453513392686
28,5757.519233295996
29,1585.7007192633334
30,1745.4378883623085
31,8913.91320394312
32,24792.031691165437
33,17714.32414979472
34,1339.7923784610286
35,3139.3124008181167
36,31117.882978662
37,7075.400187981146
38,1958.8240320126838
39,453.77162691194656
40,11886.522734706137
41,26804.808998123535
42,8875.350906167036
43,10026.800198448323
44,2061.5469513846974
45,23100.27543849019
46,5356.368474094355
47,2280.4332935730195
48,503.1050550105964
49,18313.65428997265
50,5848.569485475268
51,10760.286009019723
52,12491.001795013759
53,5717.155349755222
54,20263.51535520257
55,11206.637732868921
56,30070.793131158232
57,2662.5519453147613
58,1589.514912964177
59,3993.470496030271
60,4773.447867189799
61,5447.632724690865
62,1319.9444720964536
63,2852.271052771866
64,8963.473296971953
65,10111.438235486608
66,4239.643604441072
67,3617.8999177421583
68,5156.6356327343465
69,14604.297738241718
70,12321.33940575553
71,10287.827549461319
72,11324.181059281886
73,444.7823203264745
74,6994.8324419837145
75,7316.6207005080005
76,9915.522902509934
77,4932.480112252158
78,3302.0803803155936
79,2731.471958981097
80,2684.411017388999
81,3887.4098090420507
82,32351.30631578074
83,4810.487176214127
84,1704.1340169339474
85,882.8575199656109
86,6488.160241770315
87,4712.123015514806
88,4762.613636822378
89,4184.051789588097
90,7330.219422063886
91,11172.200354410503
92,5295.999668780982
93,4951.57957381083
94,9134.350962365983
95,5971.888531637952
96,3701.151673970399
97,3049.092585769261
98,22988.31383809862
99,41460.05903379629
100,17963.67617949525
101,3377.1214023352777
102,768.6820330107486
103,11245.6139668801
104,17551.244901823247
105,4534.580587748191
106,2032.6002590238677
107,12775.219741899513
108,9022.080628720694
109,6010.84291191897
110,7278.507324123809
111,5667.042640605267
112,37807.765803175025
113,2653.320577023877
114,6233.113663486299
115,6208.799092194303
116,4111.476976151747
117,5620.715966736721
118,2839.868872754701
119,3966.3669028457102
120,6922.830435664548
121,4540.122612570516
122,6579.71962797336
123,3088.180047849629
124,9284.60926479079
125,11785.935701888719
126,4231.370391234933
127,4728.556684649824
128,8944.177769790818
129,1221.3447709172553
130,5017.880500514352
131,5536.843878945693
132,998.5050665964046
133,1413.9095066517373
134,6348.260147105995
135,4472.989017368079
