fishnetid,CO2
0,56126.375727435945
1,46457.66717723384
2,84923.01237663557
3,47194.06027993695
4,27413.844870093806
5,75335.79584744929
6,75315.86710256968
7,59816.33079168875
8,58760.776046705905
9,31973.548819206255
10,48063.217866856095
11,7109.280027079311
12,43587.62303000865
13,83180.14718738546
14,37442.39307435871
15,85190.35924243741
16,61628.69192069519
17,25517.22598895062
19,58733.71212582723
20,39441.3257583631
21,79167.09751384301
22,43760.77207921601
23,68391.57715784112
24,37896.36706830858
25,32571.343389325106
26,57154.04254536598
27,37493.89044915832
28,21517.462350426682
29,35720.363689079895
30,68979.05472122155
31,57526.05755862
32,92783.18848991152
33,79608.30612740679
34,27179.35874316026
35,15506.139439227209
36,79400.71231823825
37,82467.92095228737
38,18337.03099856376
39,30689.77581160775
40,75726.73051597127
41,104636.15892692769
42,135838.8928117878
43,113828.30701630836
44,42148.25503664509
