fishnetid,CO2
0,1477.6197992792115
1,2126.364945531839
2,13996.156165064127
3,13372.62315997999
4,16022.842584072667
5,31552.333564860375
6,22660.418512609664
7,8207.452369154908
8,7527.409452258936
9,5721.446976607192
10,19092.23875937414
11,10069.540374244316
12,22461.569048094458
13,13028.59753207872
14,17857.8850390058
15,30829.486225327597
16,13166.163326779844
17,23274.356324186927
18,27040.45211448116
19,5268.762119083907
20,18359.59039687833
21,15306.275023962826
22,17115.021422312588
23,21946.667783242156
24,7733.817192480643
25,6726.852331954268
26,21335.12913027918
27,22315.46858503701
28,17458.707916246898
29,10781.05886126119
30,17313.61948095264
31,25879.031856405458
32,9017.50291475087
33,1663.2876679145925
34,22802.008048240277
35,26699.537609842486
36,42554.60168802939
37,46043.03075229078
38,12064.244047018114
39,36313.814009134774
40,17154.174470285772
41,20811.42912760645
42,9108.568123694366
43,19119.793437577286
44,13316.29919965444
45,23166.8229483645
46,19267.990280092334
47,19135.188253017554
48,7421.479685898631
49,32717.127268750923
50,36212.33723209318
51,9936.387148900016
52,19500.079913375765
53,18818.180406230807
54,8502.880160156834
55,37131.888700525546
56,15577.641461101526
57,35768.810528961
58,19703.25883499787
59,12210.856717170234
60,24402.885523343233
61,18178.62740637802
62,10856.773029804699
63,7212.596454476401
64,33150.80750019398
65,15534.225089006854
66,14589.280946664603
67,25803.77656176707
68,15841.977530505828
69,39457.23502835825
70,21785.485539303085
71,45590.50210877906
72,30613.778551595584
73,23811.617540986157
74,11980.009700937793
75,24146.55593194599
76,27887.31731169346
77,18838.189442440125
78,19188.171609372763
79,13509.374265413504
80,13582.12006240849
81,23769.98323860658
82,11978.856745002751
83,19660.414775196863
84,24298.830812291984
85,59191.09819630256
86,11046.398251665962
87,18662.006134731957
88,20046.77313486219
89,21173.139922442522
90,24856.244767771877
91,62559.29739914918
92,4313.381649934648
93,3755.6436626379655
94,16435.789049563842
95,36753.1573369434
96,16787.93882606598
97,21634.809563515875
98,10558.875947954173
99,8530.289817241897
100,13258.853472056071
101,14849.06433783323
102,16556.765792971837
103,23409.341394193776
104,34603.781129607036
105,49003.70605389946
106,33414.00807749327
107,28872.286565733328
108,23037.95119431026
109,5921.930454171059
110,13471.015568563507
111,18233.651320227087
112,38071.40059185099
113,40589.12615799279
114,20917.351313305855
115,23442.028231707787
116,30649.846335233982
117,20153.263688987376
118,12376.414569097911
119,2835.9175494655915
120,4845.967099929309
121,11741.714279524402
122,8855.999789345675
123,9380.903189620289
124,8028.3014615212105
125,9274.91770394005
126,13462.51499920736
127,9758.986274963176
