fishnetid,CO2
0,3990.398320888236
2,1075.343626172689
3,21778.135152661052
4,26833.446202692896
5,14703.664563767043
6,22678.88790500128
7,11769.838047974989
8,25810.193676762134
9,20305.22680785243
10,5849.1017328262915
11,2035.1508170704133
12,18203.53020407017
13,32446.92470812825
14,14128.288579154543
15,37213.52514211372
16,8495.340378910301
17,8936.043722439606
18,10328.70502884596
20,1667.2115109025915
21,11470.038355535795
22,10026.265161977826
23,1551.792856510145
24,26155.360230182272
25,5904.893205490813
26,12976.235580260549
27,16953.722251300875
28,17418.282481577906
29,15159.025725268208
30,6312.913043903273
31,3597.493893353959
32,11184.325766400741
33,6780.630194612921
34,7525.928321181917
35,9803.770964433226
36,24420.350329597695
37,11308.94115009367
38,2569.862589665905
39,22898.458241141034
40,14026.975602616229
41,8735.486848190478
42,16521.353886770765
43,7861.067519095849
44,3924.215786503718
45,6838.9715516808365
46,7362.30125608216
47,8529.797773001406
48,6539.978568171177
49,11379.685969095173
50,7252.93682141166
51,24711.9497459199
52,15613.68867952997
53,10434.486538015124
54,14380.812429307987
55,17840.452083913202
56,9642.772517172312
57,25079.65112047902
58,6909.278736444324
59,15204.789811280012
60,18551.142506559638
61,26295.48489564553
62,12293.95647033728
63,16022.369936307
64,15129.35726248384
65,17749.57901677116
66,13649.817912510192
67,8267.246260510705
68,13495.472161515272
69,5035.066423974804
70,31189.59895259797
71,26139.147506106026
72,17022.930511552775
73,8840.049244209153
74,9285.984905170444
75,1301.7943128751997
76,7925.538322333279
77,491.69625084787725
78,20047.93468129082
79,16800.922660238073
80,19303.05961951773
81,16057.853174398824
82,5414.4417428839715
83,14743.82563762959
84,18146.737622150416
85,11577.235591895662
86,15312.642982603711
87,23578.37057432808
88,8614.697682098922
89,5143.725772502191
90,7461.050683131651
91,15769.778022347778
92,7969.301781459564
93,6633.69000183983
94,5820.398979120973
95,7640.979894178998
96,9331.47977207022
97,9168.278328839848
98,3385.601283180944
99,8969.73218560241
100,9262.77633824588
101,8986.975451575527
102,5397.180842394641
103,4650.9845105614695
104,12565.908563032968
105,8037.825966591323
106,4114.928360151034
107,9514.391492554552
108,9564.540681868373
109,9010.10848704356
110,9498.72519932586
111,7986.066347790071
112,3908.511294626863
113,3001.8289602547584
114,8419.016014751514
115,6002.756888869374
116,7013.422215053956
117,6489.223439976171
118,12400.330530254827
119,5121.341519833334
120,7508.2879714300825
121,20678.79531520215
122,13954.768224590718
123,6238.9204244273815
124,19190.898130593006
125,23580.909403255355
126,28770.89988321282
127,7481.749954078045
128,14530.16809891554
129,8374.857027024344
130,6328.108839784974
131,4344.652086160291
132,8515.165862588801
133,7938.700350956078
134,1901.0806301251778
135,5657.685989662159
136,9832.379306844841
137,7612.953178870411
138,9006.885698890068
139,10898.485102869974
140,7143.213845064095
141,8557.887744372985
142,7371.191854811694
143,7151.660653252601
144,9581.32706814547
145,9165.55240161698
146,5637.946422772144
147,5447.021954885986
148,3731.7567904419693
149,6864.682786911819
150,2716.5638527292044
151,5848.161221326995
152,7232.1029442076615
153,2529.358859084435
154,7635.368048352211
155,7305.030773417761
156,4794.923052246873
157,7344.417615854659
158,13375.49823665553
159,6125.013286083688
161,19615.645613274723
162,8323.401496846092
163,6334.760505358676
164,12261.556427300337
165,9542.5114176807
166,12698.898025455057
167,9640.856849036212
168,15125.80117350999
169,25097.868421542735
170,14047.9508643269
171,11213.539749388294
172,7931.491972529489
173,9362.928536251207
174,16740.487627181763
175,7096.309176884455
176,8141.67653550186
177,12755.403153220761
178,4691.503632448263
179,13768.884866557164
180,11159.270786599543
181,17780.043345219547
182,16174.983326330266
183,5296.616835820413
184,6134.163104233346
185,22236.70667446509
186,23938.444549892465
187,18693.0262763019
188,25057.19642116324
189,15107.580457694328
190,15127.174616193162
191,3556.225595087601
192,18310.260277380567
193,20282.77811419225
194,12100.949921126356
195,13293.831270829485
196,18904.415727629046
197,13109.30892362196
198,10158.269596327324
199,6144.346961363173
200,16181.686999207961
201,16874.363015558745
202,25348.32526551833
203,24111.98175293636
204,17883.658556382456
205,11168.358943842144
206,20701.36314862459
207,18580.192112301786
208,15886.498808119784
209,23319.610295559163
210,14802.608074066628
211,11474.927200506523
212,12782.732514003228
213,2622.0276442097406
214,2104.2060878097145
