fishnetid,CO2
1,1253.8547729083286
2,3277.285899883161
3,2662.6248539724497
4,6372.377990504621
5,20739.789296768224
6,9347.961422535851
7,1938.5556881585778
8,902.8872103570168
9,5758.991939977565
10,5560.462254740265
11,2074.2507328096385
12,3826.153692636595
13,13648.544991319479
14,15488.601183001363
15,9493.248538177037
16,11597.410524598125
17,614.7814588182364
18,6054.662321954899
19,17478.53342202252
20,16336.542209082429
22,1944.2264388856006
23,9041.30754396028
24,9009.001383725586
25,21284.79402157137
26,13385.33530208431
27,11176.827457942009
28,17892.31231810537
29,6445.955765941619
30,9831.619865867098
31,8437.730446692316
32,17917.39403035602
33,25617.736734425664
34,32946.15984390219
35,7879.7476608775405
36,8656.214557883259
37,8005.232093051441
38,15155.839341729354
40,37776.07533225102
41,13068.034002568898
42,18092.334832853103
44,17582.658958644057
45,17595.96028810783
46,20514.243516431077
47,10906.766776163186
48,31222.86032391249
49,4982.589271981426
50,14498.604510725874
51,11868.305778470343
52,6229.475404190367
53,38731.09837628372
54,11186.449238619269
55,27654.485788565777
56,24794.910744882884
57,18641.340382205093
58,20893.69496384749
59,26785.859912538657
60,8213.30694843296
61,31313.434648179555
62,2327.938706368635
63,10079.106200171673
64,6070.057090201609
65,21458.169186987434
66,32332.983904629782
67,52383.707060508874
68,33000.20551603886
69,10874.76068717385
70,11133.689433922314
72,34671.089548048694
73,4007.8996715289277
74,38492.54784692135
75,3359.8409219708433
76,13489.836394782034
77,62355.75726437263
78,31466.453954308756
79,17339.78837952676
80,21951.765560778113
81,34455.069593237225
82,34172.97566198472
83,13290.64247125104
84,33768.31674614697
86,25884.632279814676
87,17350.1443238767
88,37668.78451329173
89,17485.840598484363
90,17587.121495547166
91,19648.643565865128
92,6492.459397302004
93,6554.227736944848
94,20858.651495041515
95,18779.750745441866
96,7042.278310539872
97,21694.352544869304
98,21851.1782023159
99,23702.28193404262
100,26488.15563283174
101,33112.37948771546
102,10705.979455790985
103,45503.80856687029
104,22733.839503650328
105,23619.367450613387
106,6920.895843391762
107,4187.45012175973
108,14483.731304031502
109,18867.240117434736
110,15787.877341484731
111,22315.80453835409
112,25187.64602165173
113,16364.820931034996
114,7864.011878103829
115,4204.5937135671975
116,17613.992815986225
117,10029.17166139844
118,12567.113830880153
119,8567.130364221597
120,2572.130577574909
