from,to,length,capacity,volume,EstimatedTT,Speed,CO2
300306311,4064369091,11.603,700,984.8575868490436,4.62411955541475,2.509234430674078,7.407442509010672
300306309,59816906,35.907,700,526.1505545586703,3.540397403393646,10.142081780305611,4.593441603778258
59816906,300306311,35.599,700,984.8575868490436,14.187195729829345,2.5092344306740744,22.726669471539356
300306313,300306309,19.048,700,526.1505545586703,1.8781154020063497,10.142081780305638,2.4367358918530675
4064369091,59816909,34.204,700,984.8575868490436,13.631249269448094,2.5092344306740757,21.83609097459289
59816916,59816909,356.845,700,526.1505545586703,26.28607444163744,13.575438994981827,39.77684630863181
59816909,300306313,32.265,700,526.1505545586703,3.18129952991049,10.142081780305617,4.127534835711849
5709735373,59816025,25.404,900,2917.515523969406,4.715235375481632,5.3876419684362284,28.56268432460052
5709735375,59816025,29.028999999999996,900,2426.1115136379867,2.589068830772652,11.212139150173508,16.193554971698134
5832485187,5832483680,448.421,900,1608.2551342116024,33.774694242095215,13.276833737879079,153.967971709229
5832483680,5832483678,44.648,900,7.65420429826589,3.21465601946484,13.888888804791245,0.07186692950465955
110200445,5709735375,694.621,900,2579.814844294062,65.27820411460002,10.640933056009766,423.785427460152
5709735375,5709735373,35.306,900,889.4883683136297,5.349134856415758,6.600319668077529,10.339098582339755
5709735371,59816025,31.114,700,103.90720445695692,2.2402129172820358,13.88885840268675,0.6798746310321028
5709735377,59816025,36.547,700,58.949883785089874,2.631384245092554,13.888887595249141,0.4530662681598684
300298616,5709735377,35.399,700,604.497531547212,2.555136490565694,13.85405442359083,4.50355006686896
59816096,5709735373,1591.146,900,3120.6680346211565,145.22935148271753,10.956091063928962,1155.6618837615347
5709735373,5709735371,36.112,900,203.1525106517483,2.607876482068626,13.847281590328679,1.5442236703220469
5709735377,5709735375,49.326,900,545.5476477621214,4.106423928642138,12.01191130218027,5.983822836503884
5816233354,59816096,854.092,700,1088.428284699757,66.6308663285523,12.818263472495316,201.10388007228474
6337682866,59816096,612.196,900,2378.2310153543003,48.05804114999392,12.738679841096218,315.7403375373098
3979296372,5709735371,71.879,700,7.839203154778056,5.1752880011631355,13.88888888576739,0.11849525937765176
5709735371,5709735377,54.888,900,107.08450934956936,3.952852711600206,13.885667897243778,1.2361255985697246
4519795041,4519795042,30.220000000000002,700,652.5745778242459,4.077976407746676,7.410538212676503,5.944127026680319
3343187405,4519795042,1386.558,700,1720.0456744443147,116.28667210218626,11.923619232834954,532.1265190164328
4519795026,4519795058,20.014,700,2783.6274293717725,3.0701725568196117,6.5188518331140575,18.51846967994451
4519795058,4519795050,35.126,700,821.5699788720547,8.083425748872601,4.345434855376637,13.085185549404406
5700429269,6512504897,8.878,900,4322.404182405545,1.268990886892182,6.996110131052744,12.081439326494321
6512504894,59817142,20.777,700,984.7718280302756,1.919813253425664,10.8224067955183,4.793720886007052
3278120141,59817142,199.741,900,2613.631401821782,16.275497236906943,12.27249755215218,114.98468676579958
6512504897,59817142,19.024,900,4333.935088071579,2.733683324488116,6.959108917109942,26.06276881657956
4519795027,6512504894,776.035,700,1460.1119783871368,60.656553263365424,12.79391851743577,245.3060085962077
5700428481,3278120141,66.531,900,2613.631401821782,29.435306894773127,2.2602448222414835,119.23262288687475
3278120141,59817613,82.649,900,3031.6046364692183,16.89763808574053,4.891156952269282,103.98849842626875
6512504894,6512504897,32.489,700,475.3401503568616,2.375187982867572,13.678496285071265,3.2635608793354307
4576575016,6227220670,12.634,900,3031.6046364692183,9.381139052434783,1.3467447747425692,32.840424578474575
5700428484,5700428481,36.257,900,0.0,2.610504,13.888888888888888,0.0
4576575016,59817613,311.516,900,2613.631401821782,29.64133048720911,10.509514751182511,193.89967361651668
59817613,5700428481,18.572,900,2613.631401821782,8.216809001063059,2.260244822241484,33.28355612053085
300306505,300306509,35.61,700,984.8575868490436,14.191579537043813,2.509234430674076,22.733691954310984
300306511,59816916,24.194,700,526.1505545586703,2.385506301771402,10.14208178030563,3.0950434779238276
59816916,300306505,22.996,700,984.8575868490436,9.164548245825882,2.509234430674075,14.680819437835867
4064369091,300306313,8.21,700,0.0,0.59112,13.888888888888891,0.0
300306509,59816917,22.754,700,984.8575868490436,9.06810448710741,2.5092344306740766,14.526324816860209
6224346306,59816917,445.807,700,526.1505545586703,32.83923268815049,13.575438994981827,49.69327445336833
59816917,300306510,23.373,700,526.1505545586703,2.304556451653428,10.14208178030562,2.990016169691399
300306511,300306505,12.435,700,0.0,0.89532,13.88888888888889,0.0
5522145065,6224346306,55.702,700,526.1505545586703,5.49216632310783,10.142081780305613,7.1257382742545
6224346306,5522145065,55.503,700,984.8575868490436,22.119495620458945,2.5092344306740753,35.43353284302505
300306509,300306510,9.568,700,0.0,0.688896,13.88888888888889,0.0
300306510,300306511,10.027,700,526.1505545586703,0.9886530415748461,10.142081780305638,1.282714762054321
4519795041,4519795050,2.504,700,150.92688714817783,0.180316184309232,13.88671798703206,0.07947841638503496
4519795042,59817138,16.543,700,1669.5886148402997,1.74189576078792,9.497123979747805,6.993721714240319
4519795058,59817138,24.433,700,1962.0574504997185,9.613888346095777,2.5414274766278413,30.85460079100307
4519795050,59817138,22.952,700,288.54883281033943,1.65599547263256,13.859941273579011,1.3936419255573045
59817660,4716021021,92.283,900,1261.9993488079149,8.502552490915452,10.853564279503093,27.243045881437517
6226720718,6226720717,9.738,700,7.985223041040549,0.701136000858864,13.888888871875547,0.016352488471573473
6226720717,6226720725,5.99,900,2214.993080820803,1.5758570974414619,3.8011060836196857,6.622167776428213
