fishnetid,CO2
0,2174.683911952976
1,4032.7669411861507
2,375.44070516722576
3,19368.58813732598
4,4473.153806820757
5,20229.46495086574
6,8021.160622863972
7,2801.2451313732736
8,3795.2391441000686
9,33591.610733582835
10,21850.738337075352
11,18435.377192856315
12,7561.9550791118145
13,17856.795774539623
14,5294.076908176963
16,10672.892511969558
17,4992.181257492221
18,14320.76224091678
19,7382.459408974187
20,10598.496511350539
21,12467.936306948663
22,3587.350528301531
23,22324.794026671396
24,26915.354719484923
25,23273.601138278704
26,2797.5004061589952
27,6060.963274704037
28,12946.151379705907
29,7196.121041926376
30,7662.309635687974
31,43776.50830253608
32,27642.501077400128
33,25247.408120414842
34,17824.989807865717
35,11879.089188590817
37,6467.779609182877
38,8674.984628564162
39,2315.204566501902
40,8837.52182359324
41,11325.446896683807
42,5838.410470520267
44,6779.859858343415
45,16017.605185984828
46,5540.432969331904
47,13314.42294647686
48,8140.041951187973
49,40256.19183475434
50,28082.591129990662
51,17208.606224565236
52,11880.692024861459
53,28151.524782937166
54,29733.958088312073
55,16012.069301519332
56,6585.971957403169
57,3842.1056242454424
58,11963.09094884589
59,29586.909943520863
60,13300.894749184916
61,6031.27353871351
62,18962.364622552395
63,24803.319785313477
64,22786.170049054133
65,26589.438310564958
66,16561.68079297501
67,2006.484672151947
68,13960.483765505807
69,11655.247639390327
70,16545.184435541945
71,6340.295512420132
72,4990.37829127123
