fishnetid,CO2
0,3414.5216318117023
1,7980.66376095546
4,4626.020287406821
5,8999.470081263153
6,4974.3647482259485
7,7334.669789768222
8,16500.866160115937
9,3231.0216132318155
10,9692.427040582792
11,2619.6772898780305
12,3139.742860082503
13,27146.6061298841
14,6147.310900257894
15,20131.303740341744
16,17245.692892133848
17,24803.009556540477
18,25291.01408084377
19,27585.12772453961
20,924.2109932277242
21,5796.700344904479
22,24432.065704074223
23,12120.941448428695
24,7441.054797713689
25,8046.497218707065
26,13526.223388481709
27,11206.119924475384
28,8700.213657603232
29,10284.31647380344
31,5547.946292608089
32,7493.2627691643065
33,13158.042246650686
34,12634.996113167468
35,18648.97280865481
36,11193.454474441003
37,13548.114955332787
38,9084.260326291847
39,3901.158089181732
40,13459.70641429065
41,6130.292907644315
42,18534.074174232996
43,20089.878204889454
44,23054.249623355892
45,20226.302512579154
47,4381.469667590917
48,2543.7407101297
49,9192.907746241495
50,7434.70685878834
51,16835.878811081984
52,16949.51801031503
53,1190.3416286117217
