fishnetid,CO2
0,3957.1345519794377
1,15737.975577331026
2,4425.426940930669
3,5285.588301293471
4,2667.483301342463
5,2306.2036371076024
6,3011.9761312951264
7,8012.028089554685
9,9911.806867302339
10,7094.568649625311
11,1436.3898539816475
12,3361.761775083325
13,14389.38241088665
14,15517.686037983063
15,14218.736776059488
16,10217.443080725261
17,8098.143282794465
18,4628.730324652039
19,11030.748373708588
20,2536.0664477530563
21,14951.680256634243
22,14151.700566334022
23,20306.53661890158
24,25214.765916417542
25,4052.5516764699737
26,14887.790296507399
27,13791.707958562543
28,12505.131523607317
29,12880.53833020209
30,12522.85646908946
31,9652.098024866687
32,14268.012905268477
33,38821.28429810285
34,30500.746832486104
35,18971.061389966177
36,20801.850131689414
37,20267.0015698667
38,7972.092715965621
39,16701.770630125768
40,2221.050749705437
41,2314.7047852402497
42,17406.158889097464
43,12493.208588858834
44,3288.608000947962
45,2825.796263514804
46,21134.754017961517
47,14529.6624613976
49,13420.618912503913
50,4498.315968662319
51,13048.195700132617
52,16275.38165380713
54,11217.731953329729
55,6921.167725577749
56,2007.6884911043696
57,11375.571715277476
59,3953.6528149314904
60,25939.97393169999
61,539.8663699471767
63,12733.563643450856
64,12248.821628801996
65,8385.550239043454
66,12847.035629498196
67,15129.590845967532
68,4002.810363397439
69,3391.6246733248745
70,9589.097883980083
71,8921.780664355809
72,6377.731642668724
73,8824.570655418367
74,13427.737011546724
75,296.76331333155264
76,7457.225182180288
77,2385.8040846125205
