fishnetid,CO2
0,52784.94736917317
1,90581.78617950383
2,154887.10503592054
3,79234.90534925199
4,50372.94698104225
5,27818.286919891336
6,33433.28028777369
7,16246.221111178089
8,1736.4539675170786
9,63860.20184013261
10,54264.79591024607
11,32680.085704577217
12,25829.475329354435
13,29012.66474768667
14,40384.45031899793
15,67296.64576896744
16,29199.54079246881
17,37411.93970461965
18,21401.588372516115
19,34441.8162997354
20,9432.048845705594
21,23022.70358719545
22,6401.649501933207
23,8459.14766198358
25,101505.88952299554
26,15185.318329326014
27,17283.798653707672
28,11967.285020953608
29,13816.02639236964
30,24847.002677846278
31,31408.872554063833
32,18977.545223118897
33,21115.270587279694
34,22352.672497483232
35,24860.921749786074
36,29704.380299931818
37,61086.05277584403
38,38017.4879913641
39,56373.35367700192
40,13537.069988042322
41,10354.719234007458
42,12746.966848184687
43,11288.143848590744
44,17267.993552002346
45,48553.24608869537
46,14404.757379812436
47,49633.088247655876
48,88810.2942805195
49,87165.42344715822
50,21740.4720645585
51,9367.043928877145
52,7945.959109311037
53,16943.754590757653
54,11672.997973630198
55,7470.12645213149
56,5036.225224991777
57,4458.417181864657
58,11591.252753516164
59,13138.250079111862
60,16406.958046460833
61,16123.224319174964
62,11460.49195215968
63,26643.182880880806
64,29669.868830645006
65,34142.553989891516
67,50203.438800510216
68,58317.313315565654
69,51089.22715873851
70,47295.6157911094
71,36507.409525549774
72,35763.36322300595
73,2193.6203043083055
74,34691.857625372075
75,3537.8422018875935
77,58858.789928857266
78,37168.77846646713
79,54758.14005073137
80,69573.22885191503
81,66866.30019262603
82,48387.0136359698
83,18338.54195548824
