fishnetid,CO2
0,45703.19455683397
1,76710.4361772569
2,129893.16195126448
3,66208.26048992747
4,43983.489596168016
5,24901.474708032412
6,30352.959006166937
7,14606.862306907991
8,1531.480563217819
9,55522.82579027135
10,47108.36485961108
11,28415.54059938596
12,22150.5476936762
13,25084.227366747607
14,34909.72473248704
15,58307.330171811445
16,24776.888012513118
17,32284.971558569836
18,19278.7052921818
19,30895.939102032273
20,7995.1904074611075
21,20581.168951274532
22,5577.665054579017
23,7492.503713867764
25,86833.57792815802
26,13035.172924576771
27,14967.968204752937
28,10579.5252593458
29,11692.232963746315
30,21778.972098406608
31,27836.412674230764
32,16438.687281605165
33,18214.887120782772
34,19704.57951907247
35,21563.801740800325
36,25814.12214026253
37,53376.02923165095
38,32999.00946300368
39,48880.19642704789
40,11672.685246697689
41,9129.774045340515
42,11121.010992623515
43,9667.509508286561
44,14632.479563095301
45,43161.39885290028
46,12597.17943523505
47,42186.588345894976
48,75911.76405735279
49,75528.79256161602
50,18785.47509878204
51,8011.41832589687
52,6861.766237444133
53,14702.48154946677
54,10117.050818619551
55,6402.292952877128
56,4335.596702704623
57,3916.0239403564924
58,10074.81448226406
59,11265.279434880273
60,14409.689543289312
61,14069.12883305644
62,10144.912299089692
63,23758.502959854093
64,26748.17741643142
65,30586.621189566897
67,43156.10877263456
68,49897.610564463204
69,44834.609791521616
70,41421.80793994994
71,32089.76640766512
72,31544.24381609107
73,1965.680015526748
74,31444.68351453152
75,3013.669586689809
77,49995.25668751996
78,32195.501268295648
79,46226.25617832174
80,58289.02601988704
81,55695.0000362017
82,41077.30536689016
83,15773.6813109578
