from,to,length,capacity,volume,EstimatedTT,Speed,CO2
26793864,104977276,102.193,900,4186.773229459723,19.114321436296994,5.34641003817909,165.86727733900645
26793864,191592819,211.60599999999997,900,2384.490783790338,15.524742069668605,13.630242554137132,106.75314092494223
25783680,1399484450,13.296,700,0.0,1.19664,11.11111111111111,0.0
25783680,1359232822,76.927,700,0.3792786763435383,6.923430000000042,11.111111111111043,0.006740306949491307
1263630893,1263630866,11.179,900,0.0,1.0061099999999998,11.111111111111112,0.0
25783640,8657725924,6.696999999999999,900,3977.808710842432,1.642589444646828,4.077099132607611,12.651831288937244
8657725924,67745266,461.7579999999999,700,4587.88009129166,110.04303208071858,4.1961584597313895,985.4288450305676
1234326336,31462115,1178.288,1200,3648.6016650845695,98.01407988170567,12.021619765467262,955.6277534286107
25629704,7011602391,530.9,900,3959.650257090225,128.72018005100136,4.12445041476517,990.1194501449858
25629704,61650854,693.717,700,941.184754092268,77.19494254336989,8.986560222002288,171.4326008193759
40834830,246781623,785.286,700,1001.1532987355472,92.0675144035466,8.529458029658173,213.95009682339384
61650854,26365550,404.45899999999995,700,680.5968793561672,38.75446720613448,10.436448470538586,65.81848559845756
6622140390,767059660,389.263,700,1831.8378726644005,33.96955502042537,11.459172772971037,162.15705199543024
25629696,266586086,16.986,700,3303.600694909865,56.389009807872476,0.30122891070218055,64.4064245509576
25629696,257890648,181.039,700,386.2131291293399,16.402728674011986,11.037127029165154,16.209473670778436
266586086,61091579,161.877,700,2736.5587300764464,260.73084614151287,0.6208586455940105,463.09546355849557
25629582,26272868,1706.5490000000002,700,2589.8530699273624,283.70097722865347,6.015308853252835,1563.654837015856
591407340,32618986,13.096,700,2616.0715943668147,17.810996742682523,0.7352760875317305,34.669621789770616
25629569,6622140388,6.987,700,0.0,0.62883,11.11111111111111,0.0
6622140388,605288600,36.119,700,1996.5135973461656,18.81185076598698,1.920013105000038,53.564540132717916
25629578,605288596,34.092,700,1831.8378726644005,3.718854828728718,9.16733821837683,16.18114295892528
25629578,25629582,270.35,700,4706.268002831276,249.09699181512167,1.0853202121391021,1169.1109657230638
25629564,33471556,11.754,700,1660.6825683451357,1.209365652486222,9.719144888757215,4.87091679291258
25629564,25629582,634.124,700,2555.111594292582,102.87588949289844,6.163971005507309,562.4589331754732
25584085,25584096,646.503,700,394.8279293675291,38.807930369256056,16.65904349571202,51.54439866750107
6719655534,2139678386,10.773,700,1499.9111985707564,1.415966672527554,7.6082299174243895,4.77565226738349
25629548,25629578,503.991,700,2709.75440548511,91.41019863866563,5.513509515412174,516.984919459463
25629548,219725819,59.169,700,998.9518894073216,5.425064849535966,10.906597734967358,13.79012739197056
1467951848,25583986,333.825,700,1961.869086765919,38.42524526810362,8.687647864595531,175.96733632881717
25584075,2159444673,456.10599999999994,700,1272.5825337293704,73.48546163491837,6.206751510468438,200.4127861367667
2159444673,25584085,93.434,700,1162.7407345762483,5.798988707735082,16.112119665860263,22.04940122258952
2159444673,32547188,485.42,700,397.9204128767067,29.13895016541042,16.658801955611324,39.00477840762334
166133612,258050048,1283.207,700,967.0490113483436,145.91900367538054,8.793967664792264,330.6438469217075
311733853,8349434254,30.846,900,39.391607222088695,2.220912036848718,13.888888658448538,0.25552275858400825
311733853,8349434257,26.847,700,1672.8264061280074,8.116768569672024,3.3075970775257444,24.626993066216635
26506280,206873951,15.534,700,568.9215904856684,1.4421875267634838,10.771137394913518,2.075958635107765
26504597,166133612,1951.9069999999997,700,276.2368295289322,175.97980830987308,11.091653177408826,124.67582988749727
26504597,311733853,1925.078,900,2046.196176268905,155.3491125431325,12.391947198703852,864.0057116660757
26504597,824321806,501.798,900,2847.2954519796176,52.4926400231751,9.559397275093422,360.27661740486434
166133612,311733853,989.617,700,839.7017957876504,102.40639837405752,9.66362469252408,208.10853138066167
26365599,6630741032,11.036,700,241.9018370782645,0.994264672267338,11.099660188904549,0.6170608115454541
26365599,1451082616,35.367,700,3.79110775359456,3.183030000012378,11.1111111110679,0.0309746781581376
1451082616,1548250308,214.333,700,3.79110775359456,19.28997000007503,11.111111111067894,0.18771441438821818
26498406,1020345251,38.731,700,2086.9019389732475,23.405522624301664,1.6547803961354866,64.0714518403767
8574313982,321734966,166.889,700,3070.9688190174106,40.17510613744145,4.154040052291653,240.1473274734012
26365550,3654959450,490.485,700,858.7317722252748,51.37588419773443,9.54698897467597,106.2959330497495
26365550,61091579,587.719,700,1820.2852078181324,227.8568632116016,2.579334200059661,682.83608083174
61091579,321734966,1626.175,700,2583.060391181182,269.0437711177508,6.044276710975336,1480.5630023557196
26082709,191593252,14.445999999999998,700,1229.2513725844426,1.084831511074488,13.31635360194482,3.787197187060872
26082709,7838739155,1060.369,700,3033.332477327226,198.05585307227435,5.353888731645063,1245.5712490671515
191593252,252166913,548.009,700,0.0,49.320809999999994,11.111111111111112,0.0
8574313982,8574313981,13.585999999999999,700,2987.5995734678777,3.057071427634992,4.444122527588564,18.10199206144174
32618987,31877896,961.709,700,1031.983310632962,88.4023592146658,10.878770753896964,231.87026240825503
32618987,32618986,646.942,700,3748.641673406954,274.7246819445435,2.354873961163028,1627.3889936254864
33957110,33957092,130.973,700,2087.0055498383217,63.32931597073615,2.0681259222904185,195.99682596184385
4223876367,26498406,14.408,700,1099.0175105730973,1.866672643515558,7.718546714685335,4.6303166609309185
26082576,32618987,393.479,700,3102.392251989954,97.18701118431423,4.048678884195449,582.6763807763591
5288960678,5472868281,395.297,900,2901.565534694027,52.953610647588285,7.464967830630891,343.82627709541117
