from,to,length,capacity,volume,EstimatedTT,Speed,CO2
26411640,3698862626,130.623,700,0.0,9.404855999999999,13.88888888888889,0.0
26411640,26411641,115.535,1200,4317.118601382462,13.618649825078052,8.483586954945281,136.24818828080586
564633761,26411640,52.24600000000001,1200,4317.118601382462,6.158479969711146,8.483586900819379,61.612696384323456
26411641,597665412,81.002,1200,4317.118601382462,7.320803129670102,11.06463301433571,80.96336433591995
3698862146,26411641,140.791,1200,0.0,10.136951999999999,13.88888888888889,0.0
26412251,26412219,584.082,700,0.0,42.053904,13.888888888888888,0.0
26412251,1685958857,5.312,700,0.0,0.38246399999999997,13.888888888888891,0.0
4848058343,26412251,2343.58,700,0.0,168.73775999999998,13.88888888888889,0.0
30747332,1187353031,10.981,900,4523.729408566511,37.29603121542577,0.2944281105024982,57.13082393946374
30747332,1625209832,937.2920000000001,900,2154.315866392506,227.75093768160255,4.11542542718459,952.5517852077912
495137366,30747332,160.153,900,5137.490722316587,34.203963352513426,4.682293638004129,352.9259766834163
4642297159,30747332,17.348,900,1540.5545526424291,2.024742930307788,8.568001270839291,7.250109842039475
33004487,1151084822,298.867,900,2493.955736890356,39.648374846518124,7.53793821706279,221.8174726927272
33004487,1636768897,119.33599999999998,700,819.7155480277645,8.823061064139804,13.52546459017787,20.74989084127136
1183787463,33004487,79.127,900,794.1232175473219,9.694059719872572,8.16242134735272,17.64127512357704
5099453112,33004487,200.333,900,2519.5480673708,27.083191253818455,7.396949573723337,152.34793479346115
33004488,1151084822,10.668,900,5274.742918300419,7.75789579644048,1.3751151446110876,47.89391757342807
33004488,1183787463,224.56200000000004,900,4166.488031031896,122.28437802314156,1.8363915622770968,709.1975687159007
1151084876,33004488,8.795,900,5422.9463621903415,12.560502478027097,0.7002108407196022,48.74576701670261
1636641362,33004488,533.647,900,3574.768170873875,175.07247801702982,3.048149006882113,1102.2219100677135
33004530,33004534,364.505,900,1790.4102428541723,55.97761384565251,6.5116208955432135,217.1144727664506
33004530,988059453,122.508,900,978.473169037679,9.712009330913922,12.614073548101885,26.098790015872993
1158360166,33004530,340.248,900,2768.883411891852,183.25855141821282,1.8566555141185355,710.593776974002
33004534,4844962258,130.453,900,2768.883411891852,13.196975062983492,9.88506831129133,89.19601362724482
3610003009,33004534,147.813,900,978.473169037679,27.85159140110093,5.307165320332725,56.3884269659684
33004677,1649048065,26.901,900,3719.572147756785,4.49162621022588,5.989144853317429,35.52059184914014
990625876,33004677,84.023,900,40.34316539611521,6.049684270063422,13.888823986366338,0.7128461677186755
5120437769,33004677,162.515,900,3679.228982360669,26.476147500326892,6.138166438224952,208.24401193284695
33476495,1187353069,12.848,900,3760.746011852304,21.326470329505092,0.602443808163831,50.77878595300891
33476495,33476497,169.953,900,3303.312215004685,43.96814692320438,3.8653664503269427,276.93399279270653
4844962258,33476495,9.271,900,3303.312215004685,1.215200756190846,7.629192092556597,9.032749715490375
5137163580,33476495,89.313,900,3760.746011852304,10.061144255065674,8.877022109590756,88.92477738076815
33476497,420041549,46.577,900,1192.6451111085764,15.322744929783763,3.039729514094137,32.15148138455365
33476497,420041599,35.955,900,2110.6671038961103,3.707687521816038,9.697419156398897,18.963801796413044
33476500,1185400508,15.410999999999998,900,2778.6479080704166,2.5501428567774718,6.043190858520903,15.095588475028963
33476500,2754770542,111.208,900,1989.7860055950423,21.845515325950572,5.090655832132949,89.07856372468933
1185808523,33476500,17.496,900,2462.575480539914,6.367415837391779,2.747739498535203,26.513587797152145
1187353106,33476500,78.846,900,2305.8584331255447,9.172127237683338,8.596261037032303,49.207966995212374
33476502,484141119,83.563,900,358.7687869662451,6.192377487233304,13.494493863185845,6.364272473653352
33476502,1171655919,67.839,900,1537.4837402727876,5.478816842003256,12.382052906005812,22.885403165899547
1185808508,33476502,40.345,900,1896.2525272390328,3.72281137834911,10.837239897416207,17.91084610401825
33476508,1158360142,43.393,900,821.585350671443,3.281245218546228,13.22455260421697,7.622163371073112
33476508,441549980,27.875,700,2133.732348410872,14.540756489400156,1.9170254326396412,44.21163530648233
759630064,33476508,10.735,900,1289.1655530768544,1.008297828730626,10.646655873011834,3.271823387979837
1158360169,33476508,43.649,700,1666.1521460054612,4.584094754684352,9.521836335384728,18.38452719099446
33476510,1158360153,54.611000000000004,900,1179.249075259847,17.345767167795966,3.1483761699159905,36.45699591696029
33476510,759630064,27.19,900,2575.0826353455677,11.448475642823514,2.374988675199224,46.77089970936394
1158360124,33476510,35.431,900,3754.331710605418,13.588708822891764,2.6073853271704777,84.3828062553652
34971938,332246178,316.587,1200,911.9494104907876,31.594003887125893,10.020477339024595,70.7056377410108
34971938,332248700,598.336,1200,771.5559733214835,51.601546934165455,11.595311294899203,104.37487561121026
5026796433,34971938,982.7269999999999,1200,1683.5053838122708,387.99397376331405,2.5328408853058315,1066.8477604323618
50060656,574307497,286.65,900,1728.677518694334,40.95940415730602,6.998392820830857,155.96818070181047
1266044690,50060656,318.731,900,1480.1101795080476,35.09172219682987,9.082797310779853,122.98677833838244
5843309109,50060656,234.502,1200,248.56733918628612,16.920120306485526,13.85935772041259,12.266134354827974
5084246001,50060666,3046.434,900,1517.3671242942014,174.76173055298776,17.431928548431955,928.4696966169658
50060666,1266044690,342.202,900,1517.3671242942014,39.03892418649526,8.765661634660978,138.65861880902918
1266044588,50060666,347.511,900,1800.9879072738745,54.04367003314824,6.430188767469911,210.2523869313852
165996965,274242065,135.895,900,2097.905057582396,11.090477204468442,12.253305019665595,62.8367086745026
