fishnetid,CO2
0,1285.4588608511017
1,5947.5323014109135
2,1550.314542000885
3,5338.332471663623
4,7592.146685912198
5,15352.319792643135
6,6719.851135839207
7,11222.991915241771
8,1483.713150604012
9,4816.324143102928
10,14983.24306821383
11,14852.977199822442
12,10684.36151281954
13,22414.057456532762
14,25282.354855439502
15,3095.8808530434744
16,8219.137139243707
17,14126.539410040366
18,10642.318947283527
19,12778.924892267862
20,11338.99407702229
21,15898.263221223217
22,10903.207527053119
23,20935.581251849027
24,12297.310913005349
25,5763.4752802941775
26,22981.475755258114
27,36009.47972704305
28,28500.528099194384
30,15141.977848613978
31,20571.109929132603
32,12923.329741820116
33,45319.194749894596
35,5142.194873495255
36,5036.999672221262
37,16898.4612795523
38,7055.229999872661
40,23690.50905449289
42,9785.6299319995
43,4838.636797566682
44,14713.292301417203
45,20243.16085754006
46,9255.906770180469
47,8967.095352318946
48,18479.002715215294
49,20602.895454588263
50,44397.45393061361
51,42829.921446843575
52,12397.364174631402
53,8933.167291120497
54,266.062736874764
55,14264.294865754675
56,17619.30366900646
58,19308.77869253433
59,10379.793190662023
60,3348.2569762131734
61,7902.781333490964
62,5559.190666840779
63,14103.85842785151
64,23803.590696891122
65,7169.456257948754
66,11899.688978637985
67,13108.450587832625
68,8428.195078840934
69,12222.474911374098
70,48056.80060889752
71,48946.04615905771
72,41590.8831879458
73,4607.12512811878
74,3562.4333081202335
75,10992.226253775341
76,18833.955511466356
77,21675.586290841195
78,5626.697235667708
79,6239.359360632803
80,13583.328707614606
81,4976.2326856124755
82,21252.01025747296
84,18448.371200096397
85,8305.342490727198
86,6745.542832679719
87,29706.0458227959
88,9311.444560960357
89,4614.594574809275
90,22499.661889658353
91,1751.820308096858
93,16798.891235510528
94,13429.460235283743
95,17543.879029533255
96,18331.77295359213
97,7560.137204416311
98,8542.873874120647
99,4400.26087288918
100,7436.137200661895
101,6316.244305086874
102,12406.711774964744
103,3952.4929808363863
104,10240.130739611117
105,6234.376550029084
106,627.1824538836721
107,2746.5564471383727
108,957.9795510486911
110,812.760309113304
112,5924.785108351985
113,1233.9120794574128
